O_CUSTKEY,RECENCY,FREQUENCY,MONETARY,R,F,M,RFM,RFM_SEGMENT
33004,27,18,3067209.68000,2,3,4,9,Potential
69226,17,19,3067241.57000,1,4,4,9,Potential
113887,135,19,3067263.65000,5,4,4,13,Loyal
34927,87,14,3067274.45000,4,2,4,10,Potential
24223,38,26,3067308.17000,2,5,4,11,Loyal
22441,20,21,3067362.63000,1,4,4,9,Potential
83650,15,19,3067389.35000,1,4,4,9,Potential
19231,139,22,3067457.84000,5,5,4,14,Champion
47287,91,18,3067700.02000,4,3,4,11,Loyal
18742,30,21,3067853.82000,2,4,4,10,Potential
73882,114,20,3067897.05000,4,4,4,12,Loyal
85156,53,23,3067914.04000,3,5,4,12,Loyal
75871,26,22,3067989.32000,2,5,4,11,Loyal
13492,42,21,3068157.63000,2,4,4,10,Potential
137416,167,20,3068183.45000,5,4,4,13,Loyal
103696,94,20,3068203.23000,4,4,4,12,Loyal
62743,7,21,3068293.91000,1,4,4,9,Potential
11453,9,17,3068303.09000,1,3,4,8,Potential
78598,100,22,3068310.50000,4,4,4,12,Loyal
55942,18,23,3068383.42000,1,5,4,10,Potential
75904,26,20,3068417.89000,2,4,4,10,Potential
22105,53,20,3068468.18000,3,4,4,11,Loyal
100204,177,20,3068689.92000,5,4,4,13,Loyal
24526,13,25,3068734.89000,1,5,4,10,Potential
54118,8,20,3068883.79000,1,4,4,9,Potential
73249,52,19,3068953.49000,3,4,4,11,Loyal
28822,131,20,3068954.34000,5,4,4,13,Loyal
13654,64,19,3069024.62000,3,4,4,11,Loyal
117229,14,23,3069076.64000,1,5,4,10,Potential
90511,48,22,3069142.41000,2,4,4,10,Potential
122071,104,22,3069207.48000,4,4,4,12,Loyal
101830,57,25,3069256.58000,3,5,4,12,Loyal
66289,80,19,3069285.65000,3,4,4,11,Loyal
135407,57,20,3069334.21000,3,4,4,11,Loyal
39271,64,19,3069385.20000,3,4,4,11,Loyal
137947,82,23,3069396.60000,3,5,4,12,Loyal
46039,32,24,3069430.64000,2,5,4,11,Loyal
107275,6,22,3069467.30000,1,4,4,9,Potential
118621,106,19,3069482.49000,4,4,4,12,Loyal
46438,19,22,3069584.68000,1,5,4,10,Potential
115273,34,24,3069588.68000,2,5,4,11,Loyal
111526,78,21,3069638.70000,3,4,4,11,Loyal
127276,69,20,3069667.55000,3,4,4,11,Loyal
49237,61,23,3069674.29000,3,5,4,12,Loyal
112492,157,21,3069753.41000,5,4,4,13,Loyal
53473,112,19,3069814.65000,4,4,4,12,Loyal
58882,24,18,3069879.17000,2,3,4,9,Potential
115753,6,24,3069898.48000,1,5,4,10,Potential
6640,59,22,3070032.99000,3,4,4,11,Loyal
119740,78,19,3070053.98000,3,4,4,11,Loyal
91900,37,19,3070134.28000,2,4,4,10,Potential
87520,60,17,3070147.54000,3,3,4,10,Potential
54098,43,17,3070170.49000,2,3,4,9,Potential
56134,42,21,3070181.37000,2,4,4,10,Potential
33622,41,17,3070201.85000,2,3,4,9,Potential
130771,91,24,3070215.15000,4,5,4,13,Loyal
52198,1,21,3070297.54000,1,4,4,9,Potential
30586,42,23,3070318.86000,2,5,4,11,Loyal
78430,70,18,3070360.04000,3,3,4,10,Potential
24826,53,16,3070365.65000,3,3,4,10,Potential
55867,29,20,3070374.57000,2,4,4,10,Potential
146482,36,22,3070426.68000,2,5,4,11,Loyal
109666,55,19,3070428.85000,3,4,4,11,Loyal
131455,45,21,3070481.67000,2,4,4,10,Potential
15973,75,21,3070502.19000,3,4,4,11,Loyal
18757,55,19,3070619.21000,3,4,4,11,Loyal
25732,37,18,3070687.76000,2,3,4,9,Potential
67649,116,15,3070694.39000,4,3,4,11,Loyal
2632,18,17,3070730.29000,1,3,4,8,Potential
47374,75,19,3070772.81000,3,4,4,11,Loyal
11125,113,22,3070825.17000,4,5,4,13,Loyal
118090,52,21,3070867.93000,3,4,4,11,Loyal
13207,23,20,3070962.79000,2,4,4,10,Potential
42277,27,20,3071150.33000,2,4,4,10,Potential
41341,5,21,3071181.20000,1,4,4,9,Potential
131740,81,20,3071257.69000,3,4,4,11,Loyal
49840,140,23,3071261.67000,5,5,4,14,Champion
126937,22,20,3071273.31000,1,4,4,9,Potential
110344,51,24,3071275.08000,3,5,4,12,Loyal
96748,60,15,3071331.73000,3,3,4,10,Potential
3031,99,16,3071345.52000,4,3,4,11,Loyal
4984,140,18,3071433.43000,5,3,4,12,Loyal
8575,169,22,3071444.04000,5,5,4,14,Champion
148522,179,21,3071460.35000,5,4,4,13,Loyal
43102,128,20,3071474.08000,5,4,4,13,Loyal
34414,100,18,3071528.34000,4,3,4,11,Loyal
38233,164,21,3071538.02000,5,4,4,13,Loyal
120031,21,23,3071543.46000,1,5,4,10,Potential
64561,7,21,3071575.06000,1,4,4,9,Potential
35476,164,19,3071667.83000,5,4,4,13,Loyal
70648,34,22,3071736.64000,2,5,4,11,Loyal
96178,91,22,3071999.88000,4,4,4,12,Loyal
40411,104,22,3072087.44000,4,4,4,12,Loyal
135007,30,20,3072171.18000,2,4,4,10,Potential
115405,53,20,3072196.47000,3,4,4,11,Loyal
55054,74,18,3072209.62000,3,3,4,10,Potential
36799,42,24,3072278.98000,2,5,4,11,Loyal
46585,155,23,3072280.38000,5,5,4,14,Champion
138958,67,18,3072336.26000,3,3,4,10,Potential
121660,8,20,3072393.55000,1,4,4,9,Potential
49096,39,22,3072433.72000,2,4,4,10,Potential
110764,16,16,3072463.42000,1,3,4,8,Potential
52318,101,16,3072480.64000,4,3,4,11,Loyal
91870,85,24,3072515.50000,4,5,4,13,Loyal
111121,180,24,3072572.53000,5,5,4,14,Champion
135721,70,19,3072573.48000,3,4,4,11,Loyal
8170,27,20,3072671.87000,2,4,4,10,Potential
128020,97,18,3072706.76000,4,3,4,11,Loyal
121306,75,19,3072719.33000,3,4,4,11,Loyal
21172,98,24,3072728.30000,4,5,4,13,Loyal
103768,47,19,3072742.82000,2,4,4,10,Potential
28672,132,19,3072852.99000,5,4,4,13,Loyal
28777,23,16,3072891.70000,1,3,4,8,Potential
43273,121,25,3073008.30000,4,5,4,13,Loyal
41173,90,20,3073057.01000,4,4,4,12,Loyal
54772,25,21,3073104.61000,2,4,4,10,Potential
9565,151,18,3073117.12000,5,3,4,12,Loyal
27187,127,20,3073120.63000,5,4,4,13,Loyal
32521,16,20,3073171.39000,1,4,4,9,Potential
6382,108,20,3073178.29000,4,4,4,12,Loyal
105427,17,24,3073330.92000,1,5,4,10,Potential
141670,1,18,3073349.88000,1,3,4,8,Potential
72226,25,18,3073404.79000,2,3,4,9,Potential
106603,62,19,3073430.17000,3,4,4,11,Loyal
147361,65,18,3073439.15000,3,3,4,10,Potential
28324,167,16,3073472.06000,5,3,4,12,Loyal
93028,166,20,3073563.41000,5,4,4,13,Loyal
38150,146,19,3073572.97000,5,4,4,13,Loyal
93634,176,23,3073699.51000,5,5,4,14,Champion
1696,115,22,3073755.85000,4,5,4,13,Loyal
58342,13,20,3073792.24000,1,4,4,9,Potential
30310,27,22,3073857.46000,2,5,4,11,Loyal
30262,98,19,3073875.91000,4,4,4,12,Loyal
63136,7,20,3073902.92000,1,4,4,9,Potential
120766,59,22,3073918.25000,3,4,4,11,Loyal
81682,11,18,3073943.18000,1,3,4,8,Potential
121081,113,25,3074016.50000,4,5,4,13,Loyal
53254,6,20,3074157.92000,1,4,4,9,Potential
134998,91,20,3074196.64000,4,4,4,12,Loyal
11371,144,20,3074327.13000,5,4,4,13,Loyal
30658,10,19,3074346.87000,1,4,4,9,Potential
18382,13,18,3074373.40000,1,3,4,8,Potential
141310,160,20,3074418.77000,5,4,4,13,Loyal
119218,60,19,3074432.40000,3,4,4,11,Loyal
115060,54,19,3074480.28000,3,4,4,11,Loyal
108796,3,21,3074482.16000,1,4,4,9,Potential
135238,33,18,3074514.95000,2,3,4,9,Potential
3262,159,20,3074530.05000,5,4,4,13,Loyal
114025,95,20,3074540.13000,4,4,4,12,Loyal
123208,120,23,3074586.27000,4,5,4,13,Loyal
69329,86,19,3074588.71000,4,4,4,12,Loyal
8392,173,20,3074715.00000,5,4,4,13,Loyal
99943,152,18,3074790.79000,5,3,4,12,Loyal
75781,27,21,3074799.61000,2,4,4,10,Potential
37738,15,18,3074805.68000,1,3,4,8,Potential
18298,32,20,3074813.11000,2,4,4,10,Potential
57082,112,20,3074816.16000,4,4,4,12,Loyal
124930,132,18,3074840.38000,5,3,4,12,Loyal
76918,25,22,3074840.70000,2,4,4,10,Potential
61513,46,21,3074856.75000,2,4,4,10,Potential
101740,156,21,3074863.51000,5,4,4,13,Loyal
118288,87,22,3074877.45000,4,5,4,13,Loyal
81097,25,24,3074898.62000,2,5,4,11,Loyal
116068,3,18,3074919.95000,1,3,4,8,Potential
70135,18,21,3074921.69000,1,4,4,9,Potential
48175,56,18,3074986.73000,3,3,4,10,Potential
92671,4,20,3075001.20000,1,4,4,9,Potential
76375,1,22,3075007.32000,1,4,4,9,Potential
5692,176,25,3075067.45000,5,5,4,14,Champion
114040,177,24,3075068.70000,5,5,4,14,Champion
115978,103,20,3075157.66000,4,4,4,12,Loyal
1723,104,24,3075176.97000,4,5,4,13,Loyal
79015,56,22,3075202.72000,3,4,4,11,Loyal
139015,70,21,3075217.72000,3,4,4,11,Loyal
73723,54,22,3075243.59000,3,4,4,11,Loyal
84286,85,20,3075318.19000,4,4,4,12,Loyal
11176,34,23,3075343.04000,2,5,4,11,Loyal
57388,2,20,3075374.99000,1,4,4,9,Potential
71620,1,23,3075528.87000,1,5,4,10,Potential
119911,73,20,3075545.19000,3,4,4,11,Loyal
37174,21,17,3075561.60000,1,3,4,8,Potential
36076,5,22,3075568.61000,1,4,4,9,Potential
103558,167,20,3075584.77000,5,4,4,13,Loyal
34333,14,18,3075657.66000,1,3,4,8,Potential
32026,19,24,3075711.15000,1,5,4,10,Potential
27097,103,18,3075740.62000,4,3,4,11,Loyal
116080,2,20,3075794.52000,1,4,4,9,Potential
14053,79,19,3075834.62000,3,4,4,11,Loyal
53176,101,23,3075847.51000,4,5,4,13,Loyal
71284,57,21,3075856.95000,3,4,4,11,Loyal
12985,31,20,3075858.99000,2,4,4,10,Potential
80368,100,19,3075922.51000,4,4,4,12,Loyal
70192,120,21,3075954.26000,4,4,4,12,Loyal
131236,40,22,3076052.40000,2,4,4,10,Potential
65692,31,21,3076144.90000,2,4,4,10,Potential
69706,58,20,3076160.77000,3,4,4,11,Loyal
143827,3,20,3076193.68000,1,4,4,9,Potential
78805,92,20,3076227.78000,4,4,4,12,Loyal
149593,23,26,3076303.34000,1,5,4,10,Potential
132355,125,17,3076326.60000,5,3,4,12,Loyal
27811,58,20,3076389.57000,3,4,4,11,Loyal
53251,93,19,3076395.10000,4,4,4,12,Loyal
114802,105,19,3076527.84000,4,4,4,12,Loyal
10759,34,19,3076537.50000,2,4,4,10,Potential
41983,5,23,3076564.12000,1,5,4,10,Potential
61966,136,18,3076622.70000,5,3,4,12,Loyal
93170,111,18,3076625.85000,4,3,4,11,Loyal
112165,168,21,3076692.10000,5,4,4,13,Loyal
100285,72,21,3076695.76000,3,4,4,11,Loyal
6529,28,19,3076700.27000,2,4,4,10,Potential
45745,3,19,3076709.19000,1,4,4,9,Potential
18466,50,25,3076721.12000,3,5,4,12,Loyal
145027,27,22,3076787.90000,2,5,4,11,Loyal
2227,127,19,3076947.67000,5,4,4,13,Loyal
141772,56,21,3076977.65000,3,4,4,11,Loyal
63553,33,20,3077104.40000,2,4,4,10,Potential
2389,37,18,3077126.50000,2,3,4,9,Potential
2023,80,23,3077153.80000,3,5,4,12,Loyal
135985,92,22,3077161.23000,4,4,4,12,Loyal
22219,114,17,3077177.75000,4,3,4,11,Loyal
28954,62,18,3077283.77000,3,3,4,10,Potential
4582,86,22,3077289.85000,4,5,4,13,Loyal
1951,56,22,3077307.52000,3,4,4,11,Loyal
81604,53,24,3077337.81000,3,5,4,12,Loyal
107158,34,21,3077347.49000,2,4,4,10,Potential
110812,164,20,3077395.99000,5,4,4,13,Loyal
51478,77,24,3077424.94000,3,5,4,12,Loyal
32323,56,19,3077438.11000,3,4,4,11,Loyal
59407,51,19,3077515.02000,3,4,4,11,Loyal
17020,133,24,3077544.60000,5,5,4,14,Champion
50212,31,20,3077544.78000,2,4,4,10,Potential
146242,133,22,3077612.44000,5,4,4,13,Loyal
126694,11,22,3077642.89000,1,4,4,9,Potential
10369,74,17,3077653.77000,3,3,4,10,Potential
124765,82,19,3077683.65000,3,4,4,11,Loyal
122005,15,21,3077683.68000,1,4,4,9,Potential
43438,3,18,3077690.38000,1,3,4,8,Potential
146935,56,20,3077761.64000,3,4,4,11,Loyal
140857,20,22,3077777.65000,1,4,4,9,Potential
130294,166,21,3077828.03000,5,4,4,13,Loyal
15331,139,20,3077859.97000,5,4,4,13,Loyal
118987,58,23,3077873.53000,3,5,4,12,Loyal
49171,34,19,3077892.72000,2,4,4,10,Potential
111934,30,25,3077923.44000,2,5,4,11,Loyal
23053,5,22,3077934.38000,1,4,4,9,Potential
76036,82,20,3078051.44000,3,4,4,11,Loyal
135994,48,21,3078124.80000,2,4,4,10,Potential
33157,89,22,3078154.09000,4,5,4,13,Loyal
89932,156,21,3078404.99000,5,4,4,13,Loyal
90817,126,21,3078504.37000,5,4,4,13,Loyal
5617,15,24,3078510.48000,1,5,4,10,Potential
126055,59,22,3078512.63000,3,4,4,11,Loyal
57833,79,19,3078576.82000,3,4,4,11,Loyal
64828,127,19,3078583.01000,5,4,4,13,Loyal
82027,64,20,3078596.46000,3,4,4,11,Loyal
148408,5,21,3078652.06000,1,4,4,9,Potential
118972,24,23,3078656.20000,2,5,4,11,Loyal
64738,97,17,3078803.69000,4,3,4,11,Loyal
19372,60,19,3078863.03000,3,4,4,11,Loyal
124348,23,24,3078880.17000,1,5,4,10,Potential
120610,11,21,3078896.14000,1,4,4,9,Potential
144751,125,20,3078926.41000,5,4,4,13,Loyal
85540,47,19,3078940.13000,2,4,4,10,Potential
108271,59,20,3078950.91000,3,4,4,11,Loyal
10735,89,22,3078981.47000,4,4,4,12,Loyal
2233,118,19,3079006.87000,4,4,4,12,Loyal
35518,104,26,3079105.29000,4,5,4,13,Loyal
106285,11,22,3079175.83000,1,4,4,9,Potential
2068,61,19,3079276.14000,3,4,4,11,Loyal
125734,78,21,3079330.62000,3,4,4,11,Loyal
59890,5,18,3079358.68000,1,3,4,8,Potential
54127,166,16,3079444.23000,5,3,4,12,Loyal
118369,30,21,3079448.28000,2,4,4,10,Potential
85615,108,19,3079468.23000,4,4,4,12,Loyal
30268,179,17,3079549.11000,5,3,4,12,Loyal
32797,66,21,3079549.85000,3,4,4,11,Loyal
73387,83,19,3079621.72000,4,4,4,12,Loyal
82672,50,23,3079632.35000,2,5,4,11,Loyal
68110,99,19,3079638.35000,4,4,4,12,Loyal
136744,123,20,3079663.33000,4,4,4,12,Loyal
104452,165,19,3079778.45000,5,4,4,13,Loyal
102325,3,18,3079810.32000,1,3,4,8,Potential
133348,46,21,3079863.33000,2,4,4,10,Potential
78964,61,17,3079997.97000,3,3,4,10,Potential
102592,107,17,3080032.83000,4,3,4,11,Loyal
9010,123,18,3080074.77000,4,3,4,11,Loyal
41758,113,22,3080132.87000,4,4,4,12,Loyal
53653,128,26,3080243.89000,5,5,4,14,Champion
105787,45,19,3080256.39000,2,4,4,10,Potential
45139,49,21,3080278.97000,2,4,4,10,Potential
72586,6,21,3080287.07000,1,4,4,9,Potential
51418,96,20,3080289.78000,4,4,4,12,Loyal
39943,10,24,3080293.89000,1,5,4,10,Potential
100057,44,24,3080298.68000,2,5,4,11,Loyal
101200,17,22,3080304.61000,1,5,4,10,Potential
51523,37,21,3080386.04000,2,4,4,10,Potential
94861,77,18,3080422.21000,3,3,4,10,Potential
145642,18,25,3080452.54000,1,5,4,10,Potential
17161,49,19,3080510.11000,2,4,4,10,Potential
140836,34,16,3080576.87000,2,3,4,9,Potential
71572,13,22,3080593.54000,1,4,4,9,Potential
85888,92,23,3080666.51000,4,5,4,13,Loyal
91363,139,16,3080844.07000,5,3,4,12,Loyal
133036,92,17,3080877.91000,4,3,4,11,Loyal
145024,23,23,3081000.98000,1,5,4,10,Potential
109309,14,21,3081027.78000,1,4,4,9,Potential
146023,12,19,3081044.24000,1,4,4,9,Potential
3100,138,17,3081052.96000,5,3,4,12,Loyal
58846,70,19,3081071.74000,3,4,4,11,Loyal
104425,106,20,3081147.91000,4,4,4,12,Loyal
110734,116,21,3081203.09000,4,4,4,12,Loyal
77221,2,22,3081237.15000,1,5,4,10,Potential
38044,54,21,3081316.32000,3,4,4,11,Loyal
49075,60,22,3081351.25000,3,4,4,11,Loyal
11551,8,23,3081421.15000,1,5,4,10,Potential
128482,52,19,3081460.13000,3,4,4,11,Loyal
27727,13,21,3081602.93000,1,4,4,9,Potential
98008,76,23,3081612.65000,3,5,4,12,Loyal
6130,34,21,3081664.48000,2,4,4,10,Potential
86794,148,20,3081683.43000,5,4,4,13,Loyal
41920,113,21,3081772.31000,4,4,4,12,Loyal
113119,54,20,3081789.05000,3,4,4,11,Loyal
70579,98,18,3081835.47000,4,3,4,11,Loyal
18232,157,23,3081898.74000,5,5,4,14,Champion
49438,86,21,3081966.51000,4,4,4,12,Loyal
931,159,22,3082121.37000,5,4,4,13,Loyal
140734,6,18,3082250.99000,1,3,4,8,Potential
133006,76,19,3082277.57000,3,4,4,11,Loyal
21388,25,19,3082296.11000,2,4,4,10,Potential
141952,104,20,3082298.95000,4,4,4,12,Loyal
112444,74,23,3082301.25000,3,5,4,12,Loyal
49876,19,23,3082344.77000,1,5,4,10,Potential
9523,120,21,3082530.10000,4,4,4,12,Loyal
52363,61,19,3082544.16000,3,4,4,11,Loyal
484,17,20,3082599.95000,1,4,4,9,Potential
52852,68,20,3082662.80000,3,4,4,11,Loyal
93328,69,22,3082796.58000,3,5,4,12,Loyal
123997,45,19,3082811.11000,2,4,4,10,Potential
148942,8,22,3082871.82000,1,5,4,10,Potential
1309,99,20,3082912.91000,4,4,4,12,Loyal
52015,41,16,3082954.12000,2,3,4,9,Potential
149189,1,16,3083151.21000,1,3,4,8,Potential
117478,74,17,3083174.71000,3,3,4,10,Potential
141916,22,23,3083192.14000,1,5,4,10,Potential
135643,43,24,3083310.58000,2,5,4,11,Loyal
25036,100,21,3083371.11000,4,4,4,12,Loyal
93931,151,22,3083379.80000,5,4,4,13,Loyal
122563,53,21,3083409.28000,3,4,4,11,Loyal
29821,5,20,3083550.05000,1,4,4,9,Potential
131983,42,18,3083560.42000,2,3,4,9,Potential
69988,106,20,3083582.14000,4,4,4,12,Loyal
11431,119,21,3083658.39000,4,4,4,12,Loyal
41923,20,21,3083733.72000,1,4,4,9,Potential
129811,112,21,3083875.72000,4,4,4,12,Loyal
2254,87,20,3083878.79000,4,4,4,12,Loyal
56896,27,25,3083888.63000,2,5,4,11,Loyal
88768,43,22,3083901.41000,2,4,4,10,Potential
134047,27,20,3083901.52000,2,4,4,10,Potential
110791,172,25,3083991.37000,5,5,4,14,Champion
22639,151,17,3084007.85000,5,3,4,12,Loyal
63409,46,23,3084088.93000,2,5,4,11,Loyal
22762,164,21,3084180.47000,5,4,4,13,Loyal
6304,85,21,3084214.02000,4,4,4,12,Loyal
94702,63,20,3084265.45000,3,4,4,11,Loyal
21652,112,22,3084279.67000,4,4,4,12,Loyal
114556,35,18,3084315.51000,2,3,4,9,Potential
107209,5,17,3084327.31000,1,3,4,8,Potential
60637,105,18,3084428.30000,4,3,4,11,Loyal
82882,24,21,3084491.91000,2,4,4,10,Potential
86116,11,19,3084519.87000,1,4,4,9,Potential
90982,112,19,3084548.65000,4,4,4,12,Loyal
86716,70,23,3084557.02000,3,5,4,12,Loyal
111097,56,17,3084562.75000,3,3,4,10,Potential
42283,133,22,3084566.61000,5,4,4,13,Loyal
23923,88,21,3084650.98000,4,4,4,12,Loyal
122215,110,20,3084654.19000,4,4,4,12,Loyal
105934,67,19,3084678.57000,3,4,4,11,Loyal
122872,11,19,3084757.40000,1,4,4,9,Potential
140854,4,19,3084831.57000,1,4,4,9,Potential
86725,44,21,3084917.35000,2,4,4,10,Potential
138751,93,22,3085007.22000,4,4,4,12,Loyal
47788,101,26,3085035.63000,4,5,4,13,Loyal
52705,30,22,3085257.29000,2,4,4,10,Potential
83626,79,20,3085295.88000,3,4,4,11,Loyal
1597,13,20,3085350.76000,1,4,4,9,Potential
140350,60,17,3085404.52000,3,3,4,10,Potential
17887,58,25,3085449.16000,3,5,4,12,Loyal
10483,90,16,3085464.26000,4,3,4,11,Loyal
24940,148,19,3085468.46000,5,4,4,13,Loyal
120220,45,22,3085551.05000,2,4,4,10,Potential
112960,62,20,3085581.95000,3,4,4,11,Loyal
146098,49,23,3085656.15000,2,5,4,11,Loyal
77104,23,21,3085835.18000,1,4,4,9,Potential
53332,119,18,3085849.09000,4,3,4,11,Loyal
91855,97,22,3085858.38000,4,4,4,12,Loyal
59227,56,19,3085878.72000,3,4,4,11,Loyal
102289,19,20,3085896.75000,1,4,4,9,Potential
86026,80,22,3085898.48000,3,5,4,12,Loyal
94039,40,21,3086008.00000,2,4,4,10,Potential
46744,119,19,3086085.25000,4,4,4,12,Loyal
140035,14,23,3086093.62000,1,5,4,10,Potential
132448,11,22,3086130.64000,1,4,4,9,Potential
48841,148,22,3086185.80000,5,4,4,13,Loyal
50998,61,21,3086374.66000,3,4,4,11,Loyal
25228,30,24,3086379.52000,2,5,4,11,Loyal
127633,111,21,3086419.23000,4,4,4,12,Loyal
79315,23,17,3086433.89000,1,3,4,8,Potential
81565,30,19,3086578.74000,2,4,4,10,Potential
9481,51,22,3086645.64000,3,4,4,11,Loyal
86167,51,20,3086658.76000,3,4,4,11,Loyal
37150,62,18,3086721.85000,3,3,4,10,Potential
97003,44,22,3086768.02000,2,4,4,10,Potential
1268,128,17,3086830.54000,5,3,4,12,Loyal
71782,1,20,3086840.66000,1,4,4,9,Potential
38662,56,21,3086959.57000,3,4,4,11,Loyal
68785,31,20,3086969.89000,2,4,4,10,Potential
71548,6,23,3086998.17000,1,5,4,10,Potential
34573,50,25,3087019.33000,2,5,4,11,Loyal
84562,20,23,3087030.25000,1,5,4,10,Potential
134719,35,20,3087071.86000,2,4,4,10,Potential
142963,134,17,3087079.45000,5,3,4,12,Loyal
31795,112,20,3087115.40000,4,4,4,12,Loyal
102910,77,21,3087155.12000,3,4,4,11,Loyal
15928,89,22,3087211.62000,4,5,4,13,Loyal
45613,59,21,3087313.42000,3,4,4,11,Loyal
55432,91,24,3087391.63000,4,5,4,13,Loyal
124378,25,25,3087566.30000,2,5,4,11,Loyal
114070,8,19,3087602.95000,1,4,4,9,Potential
29536,35,23,3087633.68000,2,5,4,11,Loyal
123778,3,17,3087636.97000,1,3,4,8,Potential
55642,12,24,3087657.79000,1,5,4,10,Potential
50848,115,17,3087680.93000,4,3,4,11,Loyal
64699,30,21,3087757.34000,2,4,4,10,Potential
91249,108,21,3087769.16000,4,4,4,12,Loyal
87757,85,20,3087822.39000,4,4,4,12,Loyal
35692,157,21,3087917.82000,5,4,4,13,Loyal
72160,2,21,3087988.27000,1,4,4,9,Potential
130744,176,21,3088006.38000,5,4,4,13,Loyal
82375,21,20,3088092.71000,1,4,4,9,Potential
70462,150,22,3088157.28000,5,5,4,14,Champion
136156,16,15,3088314.62000,1,3,4,8,Potential
114916,60,19,3088315.72000,3,4,4,11,Loyal
96541,88,19,3088344.46000,4,4,4,12,Loyal
88342,23,19,3088377.80000,2,4,4,10,Potential
140095,57,18,3088449.42000,3,3,4,10,Potential
23419,116,21,3088508.36000,4,4,4,12,Loyal
91576,163,23,3088544.76000,5,5,4,14,Champion
112048,118,20,3088549.37000,4,4,4,12,Loyal
131035,70,20,3088572.62000,3,4,4,11,Loyal
135799,36,19,3088591.59000,2,4,4,10,Potential
113104,41,19,3088604.34000,2,4,4,10,Potential
135901,113,21,3088653.40000,4,4,4,12,Loyal
60667,107,21,3088689.37000,4,4,4,12,Loyal
50297,79,18,3088699.48000,3,3,4,10,Potential
80470,56,20,3088787.18000,3,4,4,11,Loyal
94897,84,20,3088796.31000,4,4,4,12,Loyal
64060,84,20,3088804.57000,4,4,4,12,Loyal
147268,106,20,3088829.95000,4,4,4,12,Loyal
86848,74,18,3088905.78000,3,3,4,10,Potential
44284,14,24,3088944.75000,1,5,4,10,Potential
94228,54,18,3088978.30000,3,4,4,11,Loyal
115927,30,23,3089033.70000,2,5,4,11,Loyal
126184,21,17,3089090.44000,1,3,4,8,Potential
138778,138,17,3089203.84000,5,3,4,12,Loyal
76861,93,18,3089286.32000,4,3,4,11,Loyal
74791,64,16,3089293.18000,3,3,4,10,Potential
132151,15,20,3089294.03000,1,4,4,9,Potential
10282,157,17,3089319.41000,5,3,4,12,Loyal
57100,15,22,3089580.42000,1,4,4,9,Potential
58330,70,21,3089605.08000,3,4,4,11,Loyal
135802,134,19,3089610.41000,5,4,4,13,Loyal
73114,85,20,3089614.20000,4,4,4,12,Loyal
114808,12,25,3089626.50000,1,5,4,10,Potential
20422,132,19,3089680.88000,5,4,4,13,Loyal
8257,61,23,3089688.87000,3,5,4,12,Loyal
104473,8,22,3089692.25000,1,4,4,9,Potential
148978,99,22,3089788.19000,4,4,4,12,Loyal
63457,82,21,3089825.61000,3,4,4,11,Loyal
135718,128,18,3089919.47000,5,3,4,12,Loyal
128860,35,23,3089946.37000,2,5,4,11,Loyal
108706,85,22,3089970.48000,4,5,4,13,Loyal
127984,48,20,3090010.11000,2,4,4,10,Potential
20977,9,23,3090078.13000,1,5,4,10,Potential
21784,9,18,3090085.88000,1,3,4,8,Potential
27505,38,19,3090148.56000,2,4,4,10,Potential
50038,4,20,3090164.88000,1,4,4,9,Potential
15550,24,23,3090176.46000,2,5,4,11,Loyal
79288,12,19,3090269.58000,1,4,4,9,Potential
12199,64,25,3090305.84000,3,5,4,12,Loyal
37963,19,21,3090356.69000,1,4,4,9,Potential
44659,72,23,3090397.34000,3,5,4,12,Loyal
73183,124,23,3090399.39000,5,5,4,14,Champion
77686,56,24,3090449.41000,3,5,4,12,Loyal
24085,79,17,3090451.95000,3,3,4,10,Potential
69421,17,20,3090486.85000,1,4,4,9,Potential
124591,53,21,3090508.67000,3,4,4,11,Loyal
135544,29,21,3090512.10000,2,4,4,10,Potential
11647,139,24,3090554.91000,5,5,4,14,Champion
87184,61,19,3090592.12000,3,4,4,11,Loyal
10939,122,21,3090639.40000,4,4,4,12,Loyal
96343,161,17,3090649.27000,5,3,4,12,Loyal
140992,49,22,3090731.29000,2,4,4,10,Potential
50134,161,21,3090743.67000,5,4,4,13,Loyal
110560,81,18,3090780.15000,3,3,4,10,Potential
130498,80,19,3090940.11000,3,4,4,11,Loyal
63472,77,16,3091066.56000,3,3,4,10,Potential
44608,93,17,3091235.91000,4,3,4,11,Loyal
138982,86,21,3091279.31000,4,4,4,12,Loyal
14773,85,20,3091343.08000,4,4,4,12,Loyal
122647,130,21,3091361.71000,5,4,4,13,Loyal
72952,84,17,3091389.17000,4,3,4,11,Loyal
10786,11,20,3091389.89000,1,4,4,9,Potential
129733,16,19,3091592.71000,1,4,4,9,Potential
61255,12,20,3091696.26000,1,4,4,9,Potential
105877,114,20,3091696.97000,4,4,4,12,Loyal
100312,129,20,3091700.94000,5,4,4,13,Loyal
3046,99,20,3091725.55000,4,4,4,12,Loyal
80413,46,20,3091732.56000,2,4,4,10,Potential
4948,112,25,3091865.45000,4,5,4,13,Loyal
33844,138,20,3091874.21000,5,4,4,13,Loyal
82384,35,21,3091874.73000,2,4,4,10,Potential
8320,68,18,3091912.58000,3,3,4,10,Potential
86717,17,18,3091917.54000,1,3,4,8,Potential
36367,61,20,3091973.47000,3,4,4,11,Loyal
34433,66,17,3092025.81000,3,3,4,10,Potential
