C_CUSTOMER_SK,C_PREFERRED_CUST_FLAG,AGE,GENDER,MARITAL_STATUS,EDUCATION_STATUS,PURCHASE_ESTIMATE,CREDIT_RATING,DEP_COUNT,DEP_EMPLOYED_COUNT,DEP_COLLEGE_COUNT,RECENCY,MONETARY,FREQUENCY
66537591,N,53,F,D,4 yr Degree,1000,Low Risk,5,5,3,112,743682.31,39
86011171,Y,45,M,M,Primary,4000,Good,6,3,3,120,1073335.42,38
36611315,N,79,M,U,College,9000,Unknown,6,5,1,38,572683.52,39
6713972,N,50,M,W,Secondary,4500,Good,4,0,1,3,1337132.52,37
57717099,N,37,M,U,College,4500,High Risk,6,0,0,9,1243852.04,40
13162312,N,39,F,U,Secondary,4500,Unknown,4,1,1,18,1463631.08,38
55454005,N,58,F,D,Secondary,5500,Good,6,2,6,13,1186941.85,38
62452795,Y,70,M,M,2 yr Degree,4000,Low Risk,5,3,2,56,916060.82,36
61071780,Y,79,M,M,Primary,5500,Unknown,3,0,3,9,1237055.00,38
86858378,Y,39,F,M,College,4500,Low Risk,5,1,0,82,1294926.11,37
84632912,N,70,F,U,College,8000,High Risk,3,2,3,5,1236687.78,38
7636513,N,57,M,D,4 yr Degree,8500,Unknown,6,5,5,3,1257329.52,39
8068743,N,38,F,U,Unknown,5000,Low Risk,6,1,5,75,1344128.76,41
57170113,Y,78,M,W,Unknown,6000,Low Risk,6,6,3,1,1003209.29,40
44832278,N,47,F,D,Advanced Degree,500,Unknown,5,1,5,281,891824.50,40
60297029,N,36,M,S,Secondary,9500,Low Risk,4,1,4,57,677228.89,39
84902671,N,51,M,D,Primary,7000,High Risk,4,4,1,21,985042.51,32
15670153,N,54,F,M,College,4000,Good,2,2,1,92,653025.16,34
5141158,Y,58,F,S,Secondary,1000,Good,5,3,1,7,993698.44,42
5799356,N,70,M,U,Advanced Degree,8000,Unknown,6,1,4,20,990434.77,41
97091699,Y,41,F,D,2 yr Degree,7000,Low Risk,4,4,0,54,714498.58,34
20312514,N,64,F,D,2 yr Degree,2000,Unknown,5,4,2,46,964707.48,40
77250628,Y,34,F,D,College,3500,Low Risk,6,1,4,15,1132956.36,34
65302992,Y,57,M,W,Advanced Degree,3000,Unknown,4,4,1,38,1390809.91,37
50299947,Y,55,F,W,College,4500,High Risk,5,1,5,2,881606.43,39
36201875,Y,58,F,S,Secondary,10000,Low Risk,3,3,0,15,1019797.02,38
37048380,N,70,M,W,4 yr Degree,2000,Good,2,1,2,4,878187.33,38
26283487,Y,42,M,D,Secondary,8500,Low Risk,6,1,5,111,736671.62,38
21279622,N,72,M,U,Advanced Degree,1500,Unknown,1,1,0,16,1404031.47,41
34030850,Y,65,M,W,Unknown,7000,Good,6,6,6,119,858814.45,41
62060027,Y,61,F,S,Secondary,9000,High Risk,3,0,3,32,1086849.39,38
4771527,N,65,F,D,2 yr Degree,1000,Good,3,2,3,51,1215572.11,39
77626655,Y,67,F,S,Secondary,4000,Low Risk,6,5,2,25,1139228.64,38
13245503,N,51,F,M,College,3000,Unknown,6,1,0,1,1434334.92,39
9324208,N,57,M,M,2 yr Degree,6000,Low Risk,4,0,3,27,1054062.08,39
28171683,N,46,M,U,College,4500,Good,6,5,0,4,1370639.22,41
15690361,Y,44,M,D,4 yr Degree,1500,High Risk,6,0,0,35,1343608.51,39
75180702,N,48,F,U,Primary,500,Low Risk,4,2,1,35,1247215.51,38
18265704,Y,77,M,M,Advanced Degree,500,Low Risk,6,5,0,70,945383.93,37
25170094,Y,42,F,W,4 yr Degree,9000,Low Risk,3,2,1,80,988394.23,40
25629854,N,62,F,S,Unknown,8500,Good,6,5,1,21,1520513.84,39
37642031,Y,55,F,S,Secondary,7000,Unknown,6,4,4,2,81276058.97,1301
22958355,N,65,F,S,Advanced Degree,6500,High Risk,5,1,3,113,1048141.57,39
54906986,N,49,F,M,Secondary,6500,High Risk,4,0,3,152,754177.83,38
47104604,N,35,F,U,4 yr Degree,500,Good,6,1,1,38,1343881.49,42
90804848,Y,61,F,D,Secondary,6000,Low Risk,4,4,3,10,781762.91,38
97313966,N,79,M,W,Unknown,8500,Good,6,2,4,76,852474.59,37
78323540,Y,52,M,U,4 yr Degree,5000,Unknown,6,2,5,19,930000.63,38
19672765,Y,66,M,U,Unknown,8500,Good,4,0,1,15,1355196.48,42
47164478,N,49,M,M,Unknown,1500,Low Risk,6,6,6,30,1032224.19,40
12897356,Y,77,M,U,4 yr Degree,3000,Good,6,5,4,6,1479325.05,40
24009645,Y,75,M,S,Primary,6000,Unknown,5,4,2,24,1201816.92,43
5018922,N,56,F,S,Secondary,3500,Unknown,6,2,4,35,1129813.54,40
24374489,N,79,F,S,Unknown,2000,Low Risk,4,4,2,74,1437553.81,42
12369141,Y,37,M,S,2 yr Degree,5500,Good,6,6,0,2,1200794.62,37
64153006,Y,65,M,S,College,9500,Good,4,4,4,26,716032.72,38
25780192,N,50,F,D,4 yr Degree,4000,Low Risk,3,1,1,15,1032513.71,37
8676910,N,74,F,M,Unknown,9000,Good,2,0,0,8,1158219.81,38
77013168,N,62,F,M,Advanced Degree,2500,Good,4,2,2,14,872707.09,41
13912562,N,53,F,M,Unknown,3500,Good,6,5,4,0,763180.21,41
59681627,Y,40,F,W,Secondary,7500,Low Risk,2,0,2,10,712385.09,37
8324340,N,39,M,U,4 yr Degree,2000,High Risk,4,2,2,29,1123374.41,34
73403855,Y,65,F,U,College,7500,Unknown,5,5,2,11,798827.20,34
98670635,Y,42,M,M,Advanced Degree,5000,High Risk,6,2,3,178,1267503.17,37
49224494,N,56,M,U,Primary,7000,Low Risk,3,3,3,27,1021665.41,38
72943471,Y,53,F,W,4 yr Degree,4500,Low Risk,5,4,1,3,1227162.48,38
8918373,N,56,F,W,2 yr Degree,1500,Low Risk,3,1,1,2,1189306.45,40
11617286,Y,74,M,D,Primary,2500,Good,6,6,1,2,748860.66,39
94088758,Y,77,M,S,Unknown,2000,Unknown,3,1,3,45,1450246.15,38
74610,Y,62,F,S,2 yr Degree,9500,High Risk,5,2,5,101,1275939.45,38
417371,Y,40,F,W,Primary,9500,Low Risk,5,1,5,193,1287060.54,40
78290271,Y,59,M,S,College,4500,Good,5,4,4,44,897615.10,37
32942138,N,62,F,W,Secondary,7000,Low Risk,4,2,0,61,1082115.76,39
85990001,Y,67,M,M,2 yr Degree,4000,High Risk,3,0,0,27,905841.25,34
10731139,N,68,F,U,Primary,3000,Low Risk,5,0,3,19,1066940.18,41
45919308,Y,42,F,M,Primary,4500,Low Risk,6,4,2,2,805670.16,42
67075979,Y,64,M,M,College,1500,Low Risk,6,4,4,12,828224.04,41
85891978,N,68,F,D,College,4500,Low Risk,4,1,2,10,1106083.68,37
63360539,Y,66,M,S,College,7000,Low Risk,3,3,1,25,1081751.36,40
50065745,N,34,F,D,Primary,500,High Risk,5,0,4,12,1239764.04,39
88898018,N,36,M,D,2 yr Degree,3000,Low Risk,4,0,4,14,1318944.30,37
53179162,N,76,F,D,College,4500,High Risk,6,1,0,12,852733.97,38
49990443,Y,63,F,S,College,5500,High Risk,4,3,1,14,741785.42,37
50633247,Y,59,M,M,Advanced Degree,4500,Good,4,0,3,74,828213.86,38
40337251,Y,72,M,M,College,5500,Good,5,4,0,9,1138845.20,42
84132364,Y,35,M,W,Unknown,4500,Good,6,5,0,11,946028.10,42
81757531,N,64,F,W,Secondary,5500,Good,6,3,1,2,679833.34,36
72972471,Y,55,M,U,Unknown,10000,Good,6,6,6,24,1148855.84,37
37700634,Y,36,F,S,4 yr Degree,4000,Good,4,1,3,3,1225347.72,43
45719882,Y,44,F,W,College,2000,Low Risk,5,2,4,21,1058740.44,43
66914224,N,76,M,S,2 yr Degree,10000,Low Risk,4,2,3,164,959130.68,35
14800186,N,66,M,M,4 yr Degree,4500,Unknown,3,1,3,48,1219071.86,39
95011466,Y,41,F,U,Advanced Degree,3000,Unknown,4,4,3,4,1359450.97,39
36970250,Y,45,F,M,4 yr Degree,4000,Low Risk,4,0,2,22,991713.35,36
43036804,Y,61,M,M,Primary,1000,High Risk,3,1,0,41,1079968.68,38
58912555,N,73,M,M,Secondary,9500,Unknown,5,5,1,16,1188318.62,39
88537196,N,64,M,W,Advanced Degree,9000,Low Risk,1,1,1,21,993138.59,38
17156418,Y,77,M,U,Advanced Degree,4500,Good,5,1,0,63,908356.17,41
93888872,N,79,F,W,4 yr Degree,4000,High Risk,5,5,3,76,1072943.92,38
51355573,Y,66,F,U,4 yr Degree,2500,High Risk,3,1,2,102,819028.69,38
29318924,N,58,F,S,Advanced Degree,10000,High Risk,6,2,5,5,928973.94,37
46075106,Y,69,F,S,4 yr Degree,7000,High Risk,5,4,5,15,914869.46,38
9092436,Y,76,F,W,College,2000,Good,4,1,3,106,732957.71,38
3076168,Y,59,F,D,4 yr Degree,2500,Good,6,4,1,97,1072532.19,37
32062802,Y,63,M,D,Secondary,1000,Unknown,6,2,0,9,877372.49,42
98532765,N,37,M,D,College,3500,Unknown,6,3,2,30,1298494.66,39
73575385,N,68,F,M,College,8500,High Risk,6,3,2,118,640161.00,37
28937231,N,70,M,W,Unknown,1000,Low Risk,4,4,2,5,1508451.90,41
4485900,Y,55,F,M,Advanced Degree,2000,Unknown,4,1,3,8,1386026.33,40
79722125,Y,78,M,D,Advanced Degree,10000,Low Risk,5,3,3,7,1582602.28,38
34707957,N,51,M,S,Secondary,3500,High Risk,5,1,3,41,1005139.20,40
97393293,N,71,M,U,2 yr Degree,4000,Unknown,6,5,2,18,1063684.93,39
12157373,N,64,F,D,Secondary,5500,Good,4,0,3,37,1241563.63,39
39381161,N,73,M,W,College,7500,Low Risk,5,4,2,19,894336.85,41
44625347,Y,72,F,U,Secondary,6500,High Risk,6,0,4,15,1229124.64,40
65190477,N,49,M,M,2 yr Degree,8000,High Risk,4,4,4,19,969315.92,39
99573224,N,59,M,U,Advanced Degree,5000,Unknown,6,2,0,30,761023.43,37
83556879,N,39,F,D,College,5500,Good,4,1,2,49,1025202.42,40
21641266,Y,44,F,U,College,1500,Good,5,2,4,74,858039.23,41
47383475,N,76,M,U,Unknown,3500,Low Risk,6,1,3,1,1230894.13,36
48101371,Y,57,F,D,Advanced Degree,6500,Unknown,5,3,2,31,708066.43,37
94890235,Y,40,F,S,Unknown,3500,Low Risk,5,4,0,23,991887.61,35
12368476,Y,40,M,M,Advanced Degree,9500,Unknown,6,1,0,27,1073788.21,36
67278371,Y,64,M,M,4 yr Degree,9000,Good,4,3,1,12,925191.29,36
49855139,Y,58,M,D,Unknown,8500,High Risk,2,1,1,4,1025901.34,38
98192865,N,76,F,M,Primary,4500,High Risk,3,0,2,29,869935.13,34
87702648,Y,36,M,U,Primary,10000,Low Risk,5,0,0,8,742080.72,36
36860898,N,76,M,S,College,2000,High Risk,2,1,0,132,976613.64,36
29119182,Y,59,F,U,Primary,5500,Good,5,4,0,19,841132.70,40
54252392,Y,38,F,S,College,10000,High Risk,6,6,1,416,52991223.87,1298
63779879,Y,44,F,W,4 yr Degree,4000,Low Risk,4,0,1,4,694875.48,41
41616412,N,78,M,M,2 yr Degree,9500,Low Risk,6,4,6,22,1386924.84,41
66451360,N,43,M,M,Advanced Degree,7000,Low Risk,6,2,0,24,932098.87,39
81609332,N,58,F,W,Primary,7500,High Risk,5,1,3,102,931979.34,39
35962448,N,54,F,U,Advanced Degree,1000,High Risk,6,3,3,81,20760477.14,1297
25818362,N,50,M,S,Advanced Degree,7000,Good,4,4,0,4,801725.81,40
79406007,Y,50,F,M,Secondary,6000,Low Risk,4,0,4,10,775614.42,41
66872260,N,59,M,M,Primary,3500,Unknown,6,0,4,31,1197041.14,37
70645111,N,48,F,D,4 yr Degree,1000,Unknown,4,2,4,110,1095113.55,35
98651100,N,34,M,S,Primary,8000,Good,4,0,3,46,922981.91,38
77305341,,47,F,W,4 yr Degree,10000,High Risk,6,1,0,113,936700.03,38
57397984,Y,68,M,S,Unknown,1500,Good,6,4,6,124,598800.55,40
97442587,Y,38,F,D,Secondary,5000,Good,3,3,1,51,1231111.85,37
86196613,N,70,F,M,2 yr Degree,8500,High Risk,3,0,3,78,1159394.97,37
84626434,Y,61,F,M,2 yr Degree,9500,Good,6,2,6,23,1102049.57,35
27364858,N,69,F,S,Unknown,7500,Good,5,5,2,10,1056050.52,42
71778159,N,39,M,M,Advanced Degree,500,Low Risk,6,6,0,43,654236.85,34
15581515,Y,76,F,S,College,7000,Low Risk,5,5,3,5,1629155.65,41
45755856,Y,69,F,U,Secondary,9000,Low Risk,6,0,3,6,1273664.70,40
91920156,N,52,F,M,Primary,2000,Unknown,6,0,6,18,1103586.76,39
17224818,N,74,F,M,Unknown,500,High Risk,6,1,0,19,1412302.54,41
15212092,N,44,M,M,Secondary,6000,Low Risk,4,0,2,65,884876.94,35
4463331,N,35,M,D,2 yr Degree,8500,Low Risk,6,2,1,372,1241912.12,40
18492678,N,63,M,M,Advanced Degree,5000,Unknown,5,1,0,54,1154331.15,40
69096803,N,76,F,U,Unknown,4000,Unknown,4,0,2,27,801858.21,39
58828025,Y,35,M,D,2 yr Degree,7500,Unknown,6,0,5,43,903778.53,39
55695158,N,71,F,D,Unknown,9500,Unknown,5,3,1,4,1238395.81,39
82848096,Y,69,F,M,College,8000,High Risk,4,2,1,41,1017843.41,40
46963825,N,46,M,S,College,9000,High Risk,6,1,5,58,1366254.19,38
13057858,N,75,F,U,2 yr Degree,3500,Unknown,5,3,4,75,1303923.26,39
3399923,N,49,M,W,College,3000,Low Risk,6,3,5,57,784161.38,40
17181839,Y,38,M,S,Primary,3000,Low Risk,5,1,0,227,1394316.84,40
78916722,N,74,F,W,Unknown,500,Low Risk,6,3,2,22,1035756.06,35
67783011,Y,73,M,M,College,1000,Good,4,2,3,99,983922.39,35
59593388,Y,35,F,W,Advanced Degree,1000,Unknown,5,0,1,2,982539.52,40
23946611,N,35,M,S,2 yr Degree,3000,High Risk,6,6,0,36,1156759.22,38
73077992,Y,43,M,D,2 yr Degree,2500,High Risk,5,4,2,22,1001885.40,38
52664237,N,77,F,D,College,5500,Unknown,4,1,4,57,1343107.11,40
4809431,N,47,F,S,Advanced Degree,6500,Unknown,6,2,4,87,984714.18,41
78512081,Y,53,M,U,College,8000,High Risk,3,2,1,63,963537.37,41
38347051,N,54,F,M,Advanced Degree,9000,Good,6,2,3,2,772726.91,37
38781987,N,78,F,D,College,8000,Low Risk,6,2,1,4,1321119.96,40
90048911,Y,70,M,D,4 yr Degree,3000,Low Risk,6,6,4,0,1078952.50,40
60265104,Y,62,F,W,Primary,2500,High Risk,6,5,4,101,1252701.36,38
53424928,Y,51,F,W,2 yr Degree,2500,Good,3,0,2,112,688782.82,35
49853309,Y,72,F,D,4 yr Degree,2500,Unknown,4,4,1,12,845163.56,38
41364032,N,57,F,D,2 yr Degree,5000,High Risk,3,3,1,1,873143.65,33
52873665,Y,34,M,M,College,500,High Risk,5,2,3,134,1577484.25,38
15431662,Y,74,F,W,Advanced Degree,8000,Low Risk,5,0,0,12,904357.88,37
60162769,Y,77,M,D,Secondary,7500,High Risk,6,5,6,65,833363.34,39
5649306,Y,74,M,M,Unknown,4500,Good,4,3,3,4,1063710.61,40
57569213,Y,73,M,D,2 yr Degree,10000,Unknown,4,1,1,28,736492.29,36
47784741,N,72,F,M,Secondary,3000,High Risk,6,3,0,338,639897.29,34
35145804,Y,56,F,U,Primary,5000,High Risk,5,3,3,28,897556.17,41
27562492,N,62,M,U,4 yr Degree,1500,High Risk,5,3,3,5,1145667.63,41
93142803,Y,40,M,D,4 yr Degree,7000,Good,5,3,5,15,744784.71,38
85241619,N,49,M,W,College,10000,Low Risk,5,3,3,53,1022583.36,39
54757785,Y,34,F,M,Secondary,3000,High Risk,6,6,4,165,842431.59,40
8354610,N,46,F,M,Primary,7500,Unknown,2,0,2,28,1525755.13,40
85682179,Y,43,M,W,College,3000,Good,5,5,4,7,726680.55,39
22293393,N,67,M,M,Primary,5000,Unknown,5,5,2,25,711445.79,39
6757179,Y,70,M,W,4 yr Degree,6500,Low Risk,6,2,3,221,752729.48,39
13121007,N,78,F,M,Secondary,9500,High Risk,2,0,1,54,1227534.15,38
52644090,Y,64,F,S,Primary,4000,Low Risk,5,5,4,17,1052657.38,39
73716892,N,79,M,U,College,2500,Good,5,3,3,24,1012389.49,38
59627161,Y,49,F,S,Secondary,3000,Good,6,0,1,64,782016.83,39
3096320,Y,55,F,M,4 yr Degree,4000,Unknown,2,2,2,36,1280367.68,39
94981890,Y,57,F,U,2 yr Degree,6500,High Risk,3,0,3,38,1208064.53,37
49550697,Y,58,F,D,2 yr Degree,9000,Unknown,5,0,2,117,955983.48,36
94463856,N,57,M,M,Unknown,3500,Low Risk,4,3,4,51,1263008.96,37
59458347,Y,39,M,U,College,4000,Low Risk,5,2,1,7,1242502.35,37
93111985,N,34,M,D,Advanced Degree,2500,Low Risk,6,5,1,153,27306663.67,1299
16727468,Y,47,F,U,College,4000,High Risk,3,0,1,72,1063447.74,36
50865707,Y,44,M,D,College,7000,Low Risk,6,4,0,134,936769.70,38
31739687,N,62,F,M,Secondary,500,Good,3,1,3,73,988879.18,40
66521981,N,55,F,W,Primary,500,Good,4,1,4,24,1150617.16,38
23318328,Y,48,M,D,2 yr Degree,500,Unknown,4,4,1,17,1225138.77,40
6921704,N,74,M,M,Secondary,8500,Low Risk,6,5,1,6,767457.25,38
53620537,Y,44,F,S,College,5000,Good,3,3,0,35,896987.62,37
69710952,N,34,F,W,Primary,500,Good,6,1,2,21,700073.07,34
91415611,Y,53,M,D,Secondary,3000,Unknown,2,1,2,24,887669.66,37
76575461,N,68,M,U,College,500,Low Risk,4,2,3,154,670954.31,35
3539814,Y,53,F,U,Unknown,9000,Unknown,5,2,4,52,1043926.24,41
49932166,Y,70,M,W,4 yr Degree,1000,High Risk,4,0,1,3,908415.75,37
11953778,N,56,M,U,Primary,2000,High Risk,3,0,2,54,1215107.36,38
6561845,N,76,M,D,College,5500,Unknown,4,0,2,50,802177.63,40
13274888,N,35,F,S,Unknown,8000,Good,6,1,2,238,1091696.54,38
61125370,N,71,F,D,College,8000,Unknown,6,2,4,17,1047401.45,39
54170254,N,47,F,S,College,4500,High Risk,5,5,0,31,840764.68,40
80115312,Y,43,F,W,Unknown,6000,Good,4,4,2,34,1187504.56,38
4783838,Y,36,M,S,2 yr Degree,6500,Low Risk,4,4,4,12,1052018.82,40
99098802,Y,52,M,S,4 yr Degree,4500,Unknown,2,0,2,16,1057926.58,37
29847809,Y,53,M,U,Unknown,3000,High Risk,6,4,6,95,1051989.41,41
53865091,N,53,M,D,Advanced Degree,1500,Low Risk,4,1,1,28,1486221.41,41
2127628,Y,62,M,U,College,6500,Unknown,6,4,1,4,1229961.63,39
31113172,N,79,F,W,Secondary,6000,Good,3,2,2,57,1461897.46,44
58472204,Y,44,M,U,Unknown,5500,High Risk,5,1,5,114,818544.37,41
27369312,N,44,M,D,Unknown,6000,Good,6,5,6,26,933341.41,41
54608996,Y,63,M,S,College,8500,Good,1,0,1,30,1181911.99,33
29797458,N,37,M,U,Primary,1000,Low Risk,5,0,0,55,742553.81,39
61646627,N,72,M,U,Advanced Degree,9000,Unknown,6,3,4,49,962797.95,37
43190440,Y,76,F,D,Unknown,7000,High Risk,4,1,3,9,799453.41,41
72849604,Y,38,M,W,Unknown,9500,Low Risk,2,2,2,40,606193.65,35
79020346,Y,65,F,M,2 yr Degree,6000,High Risk,5,0,0,25,1078380.62,38
59692266,Y,52,F,D,2 yr Degree,500,High Risk,6,4,6,51,1062855.99,38
32582795,N,64,M,M,4 yr Degree,6500,High Risk,5,2,1,0,1349156.97,38
5540446,N,52,M,M,College,3000,High Risk,6,6,5,24,807484.05,37
89690160,Y,36,M,U,Primary,2000,Low Risk,4,3,4,63,1218953.62,38
85033077,Y,66,M,S,2 yr Degree,500,High Risk,6,3,4,16,1026938.90,39
41844243,Y,64,F,W,2 yr Degree,2000,Good,4,3,3,0,1218616.17,38
47982593,Y,58,M,M,4 yr Degree,4500,Good,5,2,3,195,1342349.47,39
24339383,N,70,F,D,4 yr Degree,3000,Good,6,0,6,34,1156481.16,38
46049875,Y,41,F,D,Advanced Degree,7500,Low Risk,1,1,1,16,1122798.78,38
82979265,Y,46,M,U,College,2500,Good,6,6,1,32,756032.35,39
90189615,Y,50,F,M,College,500,Low Risk,3,0,0,4,1071794.04,37
29581476,Y,71,M,D,Advanced Degree,10000,Good,6,6,6,3,1232147.14,39
98635384,N,57,M,W,College,6000,High Risk,6,0,0,23,698834.56,37
49290411,N,78,M,D,Primary,6000,Unknown,6,3,6,13,1377711.46,39
84328149,N,63,F,U,College,4500,High Risk,3,0,3,21,1192297.90,37
33575563,Y,38,F,W,Secondary,3500,High Risk,5,4,5,47,1234028.40,39
49467458,Y,51,M,D,4 yr Degree,4500,Good,6,3,6,5,34933335.14,1295
46590720,Y,69,M,M,2 yr Degree,4000,High Risk,3,2,3,17,1026700.86,38
65082390,N,56,M,W,Secondary,5500,High Risk,5,2,5,61,827589.84,38
64459800,N,41,F,M,Advanced Degree,6000,Good,4,3,0,1,1239687.58,41
62857329,Y,41,F,U,College,1000,High Risk,5,5,2,20,1085241.85,35
13515564,N,51,M,M,Secondary,6500,High Risk,4,0,4,4,952893.49,40
19714167,N,35,F,U,Secondary,1500,High Risk,2,1,1,40,732955.46,38
77465632,N,51,M,M,Secondary,2000,Low Risk,6,0,5,13,977266.59,38
70693394,N,59,F,W,Unknown,8500,Good,5,4,2,9,1166603.89,37
64938026,N,62,M,S,Secondary,6000,Unknown,6,2,5,43,990645.04,39
77004745,N,63,M,S,College,9500,Low Risk,6,4,5,29,719660.44,34
73823079,Y,59,F,M,Advanced Degree,4000,Low Risk,4,4,0,44,1007983.69,39
37870200,N,76,F,D,4 yr Degree,8500,Unknown,6,2,6,15,1111303.85,39
57867793,Y,49,F,U,Advanced Degree,5500,Unknown,5,3,0,98,1359805.95,39
58949897,N,67,M,M,Primary,7500,High Risk,4,4,3,1,1012374.97,35
9673185,N,78,M,U,College,7500,High Risk,4,4,1,24,848343.71,39
31177684,Y,62,M,M,4 yr Degree,7000,Low Risk,4,2,0,81,1025693.15,41
25042263,Y,49,F,M,Advanced Degree,4000,High Risk,6,3,4,6,1178246.42,43
40261018,N,34,F,M,2 yr Degree,2500,Good,3,0,1,83,1047891.22,41
72226307,N,69,F,D,Unknown,3000,Good,5,0,2,0,1141962.15,38
74106744,Y,41,F,M,2 yr Degree,6000,Unknown,6,6,3,17,1081899.20,32
63981025,N,75,M,U,4 yr Degree,3000,Low Risk,3,2,0,61,1317718.78,39
13278208,Y,37,M,M,Primary,9000,High Risk,6,2,0,38,1419995.30,40
42764198,N,70,F,U,Primary,4000,High Risk,4,4,3,1,864780.68,38
38725252,Y,55,F,D,College,7000,Low Risk,6,3,4,8,1312333.03,41
6715982,Y,60,M,D,College,5500,Low Risk,1,1,1,3,882715.11,41
42801720,Y,62,M,W,College,5000,Good,6,4,2,24,926375.24,40
79545366,Y,68,F,S,4 yr Degree,2000,Low Risk,4,0,0,68,1430593.37,41
98623008,Y,69,F,M,Unknown,3500,Unknown,3,0,2,34,695977.00,36
13911631,Y,48,F,W,2 yr Degree,500,Unknown,2,0,0,3,881391.59,40
61861094,Y,76,M,M,Secondary,4500,Low Risk,6,3,0,84,1419802.20,39
74406036,N,56,F,S,Advanced Degree,10000,Good,4,0,0,2,940574.90,37
89953638,N,36,F,S,Unknown,2500,High Risk,5,4,1,3,775796.08,39
75649086,N,35,F,D,Unknown,9000,Low Risk,6,4,0,133,1021754.77,38
4731105,N,38,F,S,Advanced Degree,9500,High Risk,6,1,6,83,798844.87,38
78080755,N,66,F,D,Advanced Degree,4500,Good,6,1,3,2,1104990.75,39
99744948,N,44,M,U,College,9000,Unknown,6,0,4,140,1058359.20,40
99655791,N,52,M,M,Unknown,4000,Low Risk,5,4,5,205,808499.48,39
37425849,N,61,F,D,Unknown,9500,Good,5,3,0,77,1140851.76,41
56180607,Y,53,M,D,Secondary,1500,High Risk,4,0,1,15,1422731.27,40
64928093,N,48,F,W,Advanced Degree,1000,High Risk,6,0,5,0,815302.43,37
8538356,N,41,M,W,College,8000,Good,6,1,6,36,952390.26,37
17985592,Y,74,F,M,2 yr Degree,7000,Good,6,6,4,2,1260645.37,41
74825682,,65,F,S,Unknown,8500,High Risk,6,0,5,12,1050196.25,36
57362717,Y,47,M,W,Advanced Degree,8500,High Risk,6,0,6,34,1381702.02,41
1422127,Y,73,M,M,2 yr Degree,7000,Good,6,1,6,28,1111893.97,40
27425898,N,67,F,W,Primary,1500,Low Risk,5,0,0,25,1103781.99,41
26098256,N,44,F,D,College,7500,High Risk,6,5,0,1,956328.55,41
81388848,N,66,F,M,College,9000,Good,2,0,2,54,1076626.73,39
9134710,N,79,F,W,Primary,9500,Unknown,4,3,2,49,32500636.06,1302
4961566,N,61,F,D,Secondary,9000,High Risk,4,4,4,20,1407048.61,40
15435078,N,76,M,D,Unknown,1000,Low Risk,3,2,3,95,995615.99,37
43705991,Y,61,M,D,Advanced Degree,8000,High Risk,5,3,2,31,1320632.89,39
27834685,N,71,F,S,2 yr Degree,500,Good,5,2,4,14,25368786.99,1295
39037264,Y,40,M,M,Unknown,6000,Unknown,5,4,0,50,1144266.44,34
6924496,Y,48,F,S,4 yr Degree,3500,High Risk,6,5,1,107,1191450.72,42
54320271,Y,67,M,D,4 yr Degree,4000,Unknown,5,1,4,17,914204.00,36
14678130,Y,67,M,U,2 yr Degree,7000,High Risk,3,0,1,20,1011711.82,41
56673438,N,36,F,U,Unknown,1000,Low Risk,4,4,4,12,733713.10,38
2539204,N,53,M,D,4 yr Degree,1000,Unknown,3,3,1,66,1208866.70,39
15615494,N,58,M,U,4 yr Degree,10000,Good,5,3,1,67,854164.24,36
1640437,Y,70,M,D,Advanced Degree,1000,High Risk,4,0,1,4,772303.76,40
27597540,N,38,F,U,Unknown,6000,Unknown,4,0,4,19,1176354.82,37
60306629,N,48,F,S,4 yr Degree,5000,Unknown,5,2,0,45,1078898.30,34
76298058,Y,69,F,D,Secondary,6500,Good,3,0,2,36,608784.35,35
77315084,Y,77,M,S,Advanced Degree,1500,Good,5,0,3,7,1178791.33,38
99894564,N,49,M,M,2 yr Degree,10000,Unknown,4,1,4,394,944802.66,39
57119600,Y,42,M,W,2 yr Degree,7000,Unknown,3,3,3,28,594636.63,38
21216578,Y,79,F,S,Advanced Degree,4500,Low Risk,5,0,2,52,711148.06,38
53165278,N,69,M,U,Primary,5000,High Risk,4,4,1,23,1259044.80,39
84845008,N,62,F,S,Primary,5000,Unknown,3,3,3,4,1294228.63,38
45224259,N,63,F,W,Secondary,5500,Low Risk,5,2,0,68,696850.01,42
51406475,N,63,F,S,Secondary,10000,Unknown,4,4,2,84,901000.58,37
28361945,N,41,M,D,Advanced Degree,500,Low Risk,5,2,1,235,1161683.59,41
42502884,Y,44,M,W,Primary,2500,High Risk,4,2,2,10,1261101.40,39
26254683,Y,59,M,D,Secondary,5000,High Risk,5,4,5,73,726089.05,38
7300102,Y,43,F,W,Secondary,500,Unknown,4,4,1,137,1123098.31,35
38149281,Y,53,M,D,Advanced Degree,9500,Low Risk,5,1,0,1,1360724.85,38
4768837,Y,75,F,S,Unknown,4000,Unknown,6,4,0,11,1309472.61,39
3848439,Y,39,F,U,4 yr Degree,8500,High Risk,6,1,5,26,1014194.06,36
20023123,Y,57,F,D,Primary,3000,High Risk,4,4,2,28,1131372.86,40
7776586,N,79,F,M,Primary,7000,Unknown,6,6,0,184,1395143.88,41
47844202,N,47,F,S,Unknown,2000,High Risk,5,5,5,7,822273.39,37
34510024,Y,58,M,M,College,10000,Unknown,6,0,5,21,1354212.45,39
83072961,N,35,F,U,College,1000,Good,6,3,4,13,1233082.36,37
